quantidadeItemVenda,precoUnitarioItemVenda,idProduto,idVenda
6,0.0,51,803
2,0.0,17,168
9,0.0,26,139
2,0.0,89,38
10,0.0,96,724
4,0.0,13,834
8,0.0,75,348
4,0.0,72,7
8,0.0,61,975
8,0.0,96,119
7,0.0,40,242
4,0.0,17,367
5,0.0,13,22
1,0.0,70,430
11,0.0,86,226
9,0.0,35,268
10,0.0,67,410
5,0.0,58,504
6,0.0,36,841
7,0.0,2,895
5,0.0,52,500
7,0.0,82,171
6,0.0,80,340
11,0.0,44,663
12,0.0,5,5
9,0.0,80,860
7,0.0,80,228
7,0.0,51,719
11,0.0,79,899
11,0.0,94,625
1,0.0,67,49
12,0.0,100,223
1,0.0,40,699
3,0.0,3,538
6,0.0,91,269
12,0.0,52,286
10,0.0,74,938
1,0.0,21,381
9,0.0,20,631
9,0.0,31,161
9,0.0,1,973
3,0.0,57,473
3,0.0,22,549
10,0.0,23,30
6,0.0,87,95
8,0.0,37,130
9,0.0,38,271
9,0.0,69,649
5,0.0,72,58
5,0.0,17,542
7,0.0,2,753
3,0.0,20,742
10,0.0,62,455
4,0.0,64,418
8,0.0,83,94
3,0.0,37,668
12,0.0,100,789
5,0.0,13,453
2,0.0,16,922
10,0.0,69,203
2,0.0,96,107
7,0.0,6,923
10,0.0,41,774
11,0.0,16,53
11,0.0,72,457
11,0.0,68,9
9,0.0,14,496
6,0.0,84,525
10,0.0,82,636
11,0.0,78,507
7,0.0,84,650
7,0.0,2,200
2,0.0,69,258
10,0.0,28,991
11,0.0,41,654
5,0.0,22,994
8,0.0,98,652
6,0.0,82,802
6,0.0,51,369
10,0.0,37,94
9,0.0,12,857
3,0.0,77,499
2,0.0,27,268
9,0.0,96,202
2,0.0,56,44
3,0.0,14,920
2,0.0,43,901
2,0.0,16,401
11,0.0,74,484
5,0.0,3,391
6,0.0,93,106
6,0.0,58,978
4,0.0,86,220
6,0.0,31,156
3,0.0,78,128
1,0.0,45,92
11,0.0,4,748
8,0.0,14,595
6,0.0,72,217
10,0.0,31,989
4,0.0,70,950
1,0.0,96,831
6,0.0,16,521
7,0.0,96,405
6,0.0,20,63
10,0.0,43,238
5,0.0,27,6
7,0.0,44,897
7,0.0,88,539
12,0.0,67,298
1,0.0,45,634
4,0.0,85,429
7,0.0,83,112
10,0.0,27,534
6,0.0,100,100
5,0.0,39,768
2,0.0,75,402
4,0.0,44,423
1,0.0,66,243
1,0.0,60,521
12,0.0,43,668
8,0.0,74,4
6,0.0,68,799
3,0.0,38,600
6,0.0,43,772
5,0.0,71,528
7,0.0,21,474
10,0.0,7,997
7,0.0,30,982
12,0.0,91,524
7,0.0,31,203
3,0.0,37,187
6,0.0,89,709
8,0.0,35,701
1,0.0,24,662
2,0.0,4,268
5,0.0,9,494
8,0.0,54,870
1,0.0,63,634
4,0.0,92,162
6,0.0,55,929
4,0.0,3,168
7,0.0,74,393
3,0.0,91,797
7,0.0,26,121
7,0.0,99,874
8,0.0,67,422
9,0.0,74,101
5,0.0,58,761
10,0.0,86,988
10,0.0,66,444
6,0.0,5,731
4,0.0,80,729
6,0.0,71,346
3,0.0,31,644
4,0.0,49,20
8,0.0,21,809
6,0.0,20,632
5,0.0,25,351
8,0.0,22,749
12,0.0,60,965
1,0.0,15,768
9,0.0,88,243
5,0.0,100,373
4,0.0,82,451
7,0.0,79,753
4,0.0,100,739
9,0.0,38,948
8,0.0,88,76
10,0.0,34,200
9,0.0,43,1000
12,0.0,38,701
7,0.0,7,108
11,0.0,33,931
4,0.0,51,461
3,0.0,68,1000
4,0.0,5,32
3,0.0,43,491
8,0.0,61,400
11,0.0,62,394
5,0.0,17,581
12,0.0,70,657
12,0.0,42,84
5,0.0,39,400
11,0.0,43,690
8,0.0,88,747
11,0.0,38,2
2,0.0,53,256
10,0.0,55,179
1,0.0,85,264
2,0.0,20,782
2,0.0,31,141
7,0.0,93,118
12,0.0,84,38
4,0.0,68,469
5,0.0,83,398
2,0.0,73,305
3,0.0,44,157
7,0.0,15,651
5,0.0,51,554
4,0.0,52,72
5,0.0,72,184
8,0.0,8,920
3,0.0,90,347
12,0.0,95,811
8,0.0,65,546
2,0.0,33,787
11,0.0,9,16
3,0.0,13,643
10,0.0,15,446
5,0.0,80,586
11,0.0,81,15
4,0.0,37,669
1,0.0,16,595
12,0.0,80,465
12,0.0,63,897
5,0.0,5,689
3,0.0,27,764
7,0.0,36,87
10,0.0,70,951
12,0.0,55,95
5,0.0,40,746
3,0.0,76,220
2,0.0,43,862
2,0.0,40,538
9,0.0,4,706
1,0.0,46,846
12,0.0,84,149
2,0.0,63,122
9,0.0,99,444
11,0.0,14,597
9,0.0,28,878
8,0.0,34,98
9,0.0,66,816
10,0.0,55,2
2,0.0,6,826
4,0.0,40,654
6,0.0,96,263
9,0.0,41,578
10,0.0,13,747
8,0.0,95,913
1,0.0,87,688
6,0.0,66,116
4,0.0,82,627
5,0.0,88,269
2,0.0,42,371
12,0.0,75,397
11,0.0,66,126
7,0.0,18,26
10,0.0,91,637
1,0.0,93,20
12,0.0,3,894
11,0.0,66,638
11,0.0,38,807
4,0.0,88,405
2,0.0,33,900
12,0.0,57,703
11,0.0,11,9
2,0.0,20,413
10,0.0,11,14
3,0.0,60,833
8,0.0,13,963
5,0.0,1,884
5,0.0,42,850
3,0.0,47,468
8,0.0,88,578
9,0.0,39,512
4,0.0,8,578
11,0.0,90,949
4,0.0,35,386
10,0.0,34,585
3,0.0,96,896
12,0.0,14,843
1,0.0,16,916
11,0.0,43,966
9,0.0,66,730
1,0.0,49,752
12,0.0,2,219
10,0.0,66,265
2,0.0,49,987
10,0.0,58,125
9,0.0,20,562
3,0.0,57,827
9,0.0,9,893
2,0.0,89,681
2,0.0,89,657
11,0.0,52,545
3,0.0,97,949
8,0.0,55,650
7,0.0,66,946
12,0.0,32,291
7,0.0,49,226
8,0.0,90,65
8,0.0,36,907
7,0.0,67,657
2,0.0,80,690
9,0.0,21,326
3,0.0,58,810
12,0.0,13,803
11,0.0,98,559
9,0.0,47,916
6,0.0,18,94
1,0.0,97,641
4,0.0,31,650
11,0.0,82,91
6,0.0,100,591
10,0.0,14,651
6,0.0,5,948
1,0.0,84,790
7,0.0,14,739
3,0.0,92,983
5,0.0,92,503
5,0.0,61,934
5,0.0,100,185
10,0.0,88,748
11,0.0,12,676
7,0.0,4,703
6,0.0,52,166
3,0.0,73,923
12,0.0,9,165
12,0.0,25,867
7,0.0,46,954
2,0.0,75,789
11,0.0,29,610
1,0.0,61,536
12,0.0,49,510
8,0.0,18,416
4,0.0,59,117
11,0.0,98,552
1,0.0,98,886
4,0.0,89,195
12,0.0,65,891
3,0.0,34,821
9,0.0,37,71
10,0.0,34,479
10,0.0,41,761
3,0.0,60,120
6,0.0,10,575
3,0.0,57,290
10,0.0,60,640
10,0.0,4,46
7,0.0,86,841
4,0.0,72,964
6,0.0,64,594
2,0.0,46,70
9,0.0,47,724
1,0.0,27,254
10,0.0,10,346
6,0.0,53,80
3,0.0,39,921
5,0.0,7,420
8,0.0,95,261
11,0.0,3,31
8,0.0,93,385
4,0.0,12,160
4,0.0,95,291
5,0.0,94,72
11,0.0,76,437
4,0.0,51,222
5,0.0,93,263
9,0.0,97,929
10,0.0,12,179
3,0.0,49,663
6,0.0,65,578
11,0.0,84,771
2,0.0,16,81
2,0.0,78,841
7,0.0,33,24
6,0.0,82,27
4,0.0,81,380
1,0.0,88,149
12,0.0,73,319
5,0.0,24,243
10,0.0,11,869
5,0.0,38,177
12,0.0,82,830
4,0.0,35,838
10,0.0,91,244
9,0.0,4,407
2,0.0,59,161
7,0.0,40,232
10,0.0,72,303
4,0.0,37,449
2,0.0,57,514
12,0.0,63,858
5,0.0,80,92
8,0.0,58,39
4,0.0,66,48
10,0.0,32,329
1,0.0,44,419
2,0.0,23,428
10,0.0,21,489
8,0.0,74,85
1,0.0,76,797
5,0.0,98,1
9,0.0,67,163
8,0.0,47,138
9,0.0,66,934
2,0.0,73,879
5,0.0,100,854
4,0.0,26,82
10,0.0,87,39
8,0.0,52,233
6,0.0,23,148
3,0.0,73,406
2,0.0,32,471
3,0.0,50,806
7,0.0,58,25
7,0.0,59,288
9,0.0,50,272
3,0.0,28,57
10,0.0,23,487
5,0.0,62,651
9,0.0,23,69
8,0.0,34,983
3,0.0,77,234
2,0.0,52,246
8,0.0,83,449
2,0.0,41,53
2,0.0,45,571
1,0.0,71,955
3,0.0,73,799
5,0.0,96,209
9,0.0,18,49
6,0.0,11,408
8,0.0,40,376
6,0.0,5,947
5,0.0,14,62
6,0.0,97,134
7,0.0,46,828
12,0.0,87,889
3,0.0,12,718
5,0.0,27,578
9,0.0,86,758
1,0.0,93,301
8,0.0,19,68
3,0.0,20,930
11,0.0,37,545
8,0.0,89,657
3,0.0,62,929
2,0.0,32,987
11,0.0,63,247
3,0.0,89,314
3,0.0,65,742
6,0.0,27,713
3,0.0,18,220
11,0.0,7,975
7,0.0,37,863
2,0.0,9,243
6,0.0,29,149
7,0.0,82,713
9,0.0,30,350
5,0.0,58,554
12,0.0,84,650
10,0.0,51,328
1,0.0,43,658
4,0.0,58,377
3,0.0,36,416
7,0.0,58,377
12,0.0,89,375
2,0.0,78,208
5,0.0,25,50
1,0.0,28,715
10,0.0,91,519
7,0.0,58,179
2,0.0,86,615
1,0.0,12,422
8,0.0,2,869
2,0.0,77,39
11,0.0,9,256
12,0.0,20,189
8,0.0,60,938
11,0.0,12,451
7,0.0,62,589
10,0.0,32,424
4,0.0,14,43
10,0.0,66,211
8,0.0,41,378
7,0.0,82,702
11,0.0,3,37
11,0.0,18,370
3,0.0,57,590
2,0.0,80,747
4,0.0,25,942
7,0.0,73,678
1,0.0,57,587
10,0.0,73,819
9,0.0,57,265
10,0.0,11,440
10,0.0,73,635
8,0.0,50,472
10,0.0,56,30
7,0.0,38,491
1,0.0,38,793
8,0.0,29,880
9,0.0,73,379
1,0.0,98,442
5,0.0,12,610
2,0.0,32,693
10,0.0,80,5
9,0.0,59,836
6,0.0,96,834
8,0.0,34,923
2,0.0,24,591
3,0.0,58,629
2,0.0,16,399
3,0.0,71,400
2,0.0,13,876
7,0.0,53,852
8,0.0,54,221
5,0.0,30,120
2,0.0,98,284
12,0.0,32,107
11,0.0,87,2
8,0.0,28,112
8,0.0,68,629
12,0.0,26,415
12,0.0,59,860
7,0.0,95,181
9,0.0,24,544
2,0.0,46,668
12,0.0,30,989
2,0.0,32,2
2,0.0,62,544
3,0.0,78,514
9,0.0,1,241
9,0.0,58,352
9,0.0,97,57
9,0.0,80,308
12,0.0,48,810
6,0.0,95,571
9,0.0,79,244
12,0.0,5,991
10,0.0,22,318
12,0.0,70,529
4,0.0,100,480
3,0.0,23,662
12,0.0,81,166
9,0.0,22,760
3,0.0,92,788
10,0.0,10,469
3,0.0,53,801
8,0.0,68,428
5,0.0,1,380
9,0.0,2,462
10,0.0,10,237
12,0.0,49,653
5,0.0,49,874
8,0.0,29,533
9,0.0,85,514
3,0.0,70,194
9,0.0,5,323
8,0.0,74,811
10,0.0,94,352
2,0.0,98,879
12,0.0,80,939
12,0.0,52,274
1,0.0,54,290
9,0.0,45,568
5,0.0,91,760
3,0.0,43,486
2,0.0,16,312
2,0.0,70,111
9,0.0,36,265
1,0.0,23,653
11,0.0,32,108
7,0.0,58,998
12,0.0,28,682
10,0.0,18,11
6,0.0,44,708
7,0.0,73,205
9,0.0,54,893
5,0.0,19,56
10,0.0,51,615
4,0.0,12,191
12,0.0,50,251
1,0.0,91,621
2,0.0,73,145
8,0.0,86,635
9,0.0,8,452
10,0.0,75,519
7,0.0,77,263
6,0.0,79,723
5,0.0,26,806
9,0.0,27,115
10,0.0,90,600
4,0.0,47,252
8,0.0,32,871
9,0.0,28,300
6,0.0,33,774
4,0.0,71,547
11,0.0,74,776
3,0.0,26,120
8,0.0,59,817
10,0.0,16,19
1,0.0,40,317
4,0.0,3,370
10,0.0,82,570
4,0.0,35,138
8,0.0,61,727
9,0.0,14,453
11,0.0,47,800
9,0.0,43,628
11,0.0,52,431
2,0.0,26,752
12,0.0,59,888
4,0.0,89,105
10,0.0,12,494
5,0.0,1,415
7,0.0,91,712
9,0.0,95,477
7,0.0,80,429
6,0.0,52,945
6,0.0,80,43
3,0.0,12,89
7,0.0,25,584
10,0.0,40,747
8,0.0,26,81
1,0.0,89,56
12,0.0,51,820
6,0.0,13,524
5,0.0,13,791
3,0.0,78,394
8,0.0,47,475
6,0.0,66,390
3,0.0,91,565
5,0.0,85,145
3,0.0,2,863
8,0.0,42,318
1,0.0,31,232
12,0.0,46,624
2,0.0,45,140
1,0.0,26,618
12,0.0,56,612
11,0.0,7,133
12,0.0,33,228
12,0.0,90,11
10,0.0,86,881
7,0.0,33,234
1,0.0,56,826
12,0.0,7,887
2,0.0,6,762
4,0.0,89,772
10,0.0,85,140
1,0.0,92,14
4,0.0,38,670
2,0.0,13,330
2,0.0,11,410
4,0.0,60,568
10,0.0,13,100
7,0.0,26,240
4,0.0,79,643
3,0.0,6,796
10,0.0,49,269
7,0.0,51,119
5,0.0,34,411
7,0.0,70,506
8,0.0,7,387
3,0.0,33,86
5,0.0,31,902
12,0.0,24,942
1,0.0,85,935
1,0.0,6,843
6,0.0,97,7
10,0.0,86,247
7,0.0,100,277
5,0.0,91,205
11,0.0,6,946
4,0.0,30,953
1,0.0,62,186
8,0.0,22,688
2,0.0,62,70
8,0.0,48,746
9,0.0,27,248
1,0.0,51,694
6,0.0,80,460
7,0.0,71,88
11,0.0,58,523
1,0.0,21,274
3,0.0,4,296
4,0.0,17,291
9,0.0,14,56
3,0.0,17,483
3,0.0,91,393
10,0.0,39,791
10,0.0,90,815
1,0.0,58,180
6,0.0,65,435
2,0.0,17,323
11,0.0,19,446
1,0.0,41,922
8,0.0,15,488
7,0.0,76,790
6,0.0,25,341
4,0.0,8,7
2,0.0,45,624
1,0.0,34,876
6,0.0,83,738
11,0.0,15,756
1,0.0,8,43
5,0.0,62,999
7,0.0,76,757
9,0.0,59,500
5,0.0,20,464
5,0.0,13,858
11,0.0,90,960
3,0.0,37,49
11,0.0,53,314
8,0.0,92,571
7,0.0,88,478
4,0.0,78,872
7,0.0,93,444
11,0.0,69,67
3,0.0,15,404
11,0.0,9,345
3,0.0,32,599
9,0.0,7,571
5,0.0,9,455
11,0.0,62,282
10,0.0,88,47
3,0.0,89,597
9,0.0,24,721
4,0.0,78,893
2,0.0,63,525
4,0.0,80,266
6,0.0,89,382
5,0.0,15,364
5,0.0,34,468
1,0.0,69,289
12,0.0,75,211
10,0.0,23,344
2,0.0,4,380
11,0.0,85,263
7,0.0,72,868
10,0.0,16,194
2,0.0,70,72
6,0.0,85,740
1,0.0,76,481
10,0.0,77,814
3,0.0,77,565
7,0.0,8,40
3,0.0,18,998
12,0.0,5,742
12,0.0,96,125
2,0.0,59,283
3,0.0,3,801
7,0.0,80,11
10,0.0,42,513
7,0.0,26,861
9,0.0,22,767
1,0.0,78,824
4,0.0,74,473
5,0.0,91,12
10,0.0,74,656
8,0.0,85,333
2,0.0,27,55
12,0.0,43,793
6,0.0,87,727
12,0.0,36,471
5,0.0,19,773
3,0.0,91,400
7,0.0,45,320
3,0.0,7,295
4,0.0,52,474
7,0.0,33,987
3,0.0,72,113
3,0.0,84,260
4,0.0,38,186
11,0.0,2,760
8,0.0,25,992
10,0.0,96,487
10,0.0,21,613
11,0.0,55,862
3,0.0,73,505
3,0.0,54,733
7,0.0,97,99
4,0.0,46,659
4,0.0,91,940
4,0.0,76,728
7,0.0,27,954
4,0.0,7,152
12,0.0,51,491
5,0.0,86,471
12,0.0,64,270
2,0.0,22,665
4,0.0,61,185
10,0.0,17,914
8,0.0,82,442
12,0.0,87,107
6,0.0,48,545
10,0.0,59,242
7,0.0,90,654
9,0.0,23,457
9,0.0,37,972
10,0.0,48,808
3,0.0,66,42
6,0.0,50,455
4,0.0,15,69
8,0.0,79,438
2,0.0,96,157
12,0.0,16,893
1,0.0,14,967
10,0.0,58,486
4,0.0,90,196
2,0.0,29,746
1,0.0,32,494
7,0.0,97,249
11,0.0,71,157
1,0.0,100,362
2,0.0,68,902
3,0.0,18,213
2,0.0,51,563
5,0.0,8,956
6,0.0,97,483
10,0.0,27,177
6,0.0,25,748
6,0.0,52,637
11,0.0,4,449
2,0.0,83,838
8,0.0,88,338
3,0.0,12,544
7,0.0,48,591
11,0.0,31,403
3,0.0,29,211
11,0.0,65,823
4,0.0,98,995
7,0.0,11,654
5,0.0,31,307
12,0.0,26,3
9,0.0,10,234
7,0.0,4,703
3,0.0,57,741
5,0.0,99,26
7,0.0,2,755
3,0.0,57,35
6,0.0,20,758
10,0.0,98,666
8,0.0,94,531
4,0.0,81,902
2,0.0,69,171
4,0.0,24,624
2,0.0,9,451
2,0.0,41,227
3,0.0,29,536
6,0.0,80,610
9,0.0,30,123
3,0.0,12,405
10,0.0,36,164
10,0.0,87,599
12,0.0,1,451
9,0.0,97,510
8,0.0,2,936
9,0.0,82,61
11,0.0,25,313
6,0.0,74,739
9,0.0,81,953
7,0.0,20,390
4,0.0,89,351
3,0.0,23,755
10,0.0,17,595
3,0.0,96,199
12,0.0,69,400
10,0.0,96,76
2,0.0,81,248
10,0.0,54,311
2,0.0,91,824
2,0.0,29,29
8,0.0,31,745
5,0.0,76,458
3,0.0,14,71
1,0.0,47,683
10,0.0,20,962
5,0.0,25,865
2,0.0,23,925
7,0.0,60,3
2,0.0,63,795
4,0.0,39,631
11,0.0,3,267
11,0.0,91,652
12,0.0,28,596
7,0.0,31,585
2,0.0,48,812
2,0.0,6,121
7,0.0,84,144
2,0.0,43,958
3,0.0,69,516
12,0.0,44,399
3,0.0,56,8
2,0.0,70,408
7,0.0,73,217
5,0.0,16,322
7,0.0,6,150
2,0.0,10,930
7,0.0,78,198
12,0.0,100,622
3,0.0,59,39
3,0.0,9,720
12,0.0,44,307
5,0.0,20,945
5,0.0,82,390
3,0.0,52,181
6,0.0,60,942
8,0.0,48,531
4,0.0,23,243
2,0.0,87,313
12,0.0,44,153
10,0.0,54,452
4,0.0,2,252
4,0.0,43,227
3,0.0,77,701
7,0.0,39,688
10,0.0,48,543
7,0.0,39,235
10,0.0,2,287
3,0.0,86,555
7,0.0,36,288
12,0.0,67,181
1,0.0,46,341
7,0.0,86,909
6,0.0,13,237
7,0.0,88,374
10,0.0,4,33
3,0.0,91,22
6,0.0,17,413
8,0.0,48,993
1,0.0,7,488
8,0.0,22,187
5,0.0,58,697
7,0.0,58,837
12,0.0,45,735
6,0.0,76,473
12,0.0,43,588
4,0.0,18,119
11,0.0,28,965
10,0.0,4,844
9,0.0,40,677
10,0.0,77,657
4,0.0,13,27
4,0.0,1,560
5,0.0,96,361
1,0.0,70,670
4,0.0,47,768
5,0.0,80,388
12,0.0,88,339
11,0.0,88,451
6,0.0,21,680
4,0.0,86,77
1,0.0,98,736
5,0.0,85,449
2,0.0,13,733
12,0.0,98,230
1,0.0,47,49
8,0.0,32,66
8,0.0,13,195
2,0.0,41,764
11,0.0,62,716
7,0.0,43,770
12,0.0,28,655
4,0.0,31,37
8,0.0,100,18
6,0.0,10,362
6,0.0,40,226
10,0.0,9,600
5,0.0,82,489
1,0.0,45,156
5,0.0,18,621
6,0.0,83,875
2,0.0,47,49
10,0.0,67,237
9,0.0,17,222
5,0.0,49,495
3,0.0,55,327
8,0.0,71,602
1,0.0,93,817
6,0.0,55,494
9,0.0,11,864
4,0.0,31,965
9,0.0,94,910
6,0.0,82,633
7,0.0,64,79
5,0.0,86,508
8,0.0,49,521
1,0.0,9,423
1,0.0,75,877
8,0.0,52,606
5,0.0,3,967
6,0.0,65,263
1,0.0,40,516
5,0.0,17,361
10,0.0,45,86
12,0.0,64,623
12,0.0,45,342
11,0.0,81,424
11,0.0,55,624
8,0.0,88,394
7,0.0,38,495
7,0.0,41,318
5,0.0,33,92
11,0.0,60,431
3,0.0,32,334
3,0.0,21,477
4,0.0,55,6
2,0.0,27,152
9,0.0,25,221
10,0.0,39,756
11,0.0,45,634
5,0.0,76,444
3,0.0,39,239
9,0.0,40,201
2,0.0,100,719
4,0.0,13,743
8,0.0,79,287
7,0.0,89,270
4,0.0,94,851
11,0.0,5,650
7,0.0,11,700
7,0.0,25,857
3,0.0,2,69
5,0.0,4,224
5,0.0,37,484
4,0.0,30,162
10,0.0,85,964
9,0.0,35,362
12,0.0,100,278
8,0.0,97,627
3,0.0,12,631
8,0.0,68,803
4,0.0,17,287
6,0.0,87,753
3,0.0,36,545
9,0.0,24,928
12,0.0,56,547
10,0.0,31,706
11,0.0,100,629
8,0.0,57,698
11,0.0,48,519
11,0.0,27,231
11,0.0,61,830
11,0.0,46,413
9,0.0,85,315
1,0.0,3,410
9,0.0,42,430
8,0.0,20,283
4,0.0,9,253
5,0.0,75,788
1,0.0,8,847
10,0.0,2,306
3,0.0,20,619
6,0.0,14,88
1,0.0,89,81
1,0.0,8,922
7,0.0,48,661
1,0.0,71,747
5,0.0,91,986
1,0.0,64,472
8,0.0,93,556
1,0.0,76,416
1,0.0,47,875
5,0.0,100,513
9,0.0,95,799
3,0.0,29,968
12,0.0,48,759
9,0.0,66,846
11,0.0,97,837
7,0.0,74,499
4,0.0,56,201
4,0.0,64,828
9,0.0,32,483
8,0.0,77,858
2,0.0,87,690
9,0.0,57,11
6,0.0,10,613
8,0.0,75,418
4,0.0,9,286
2,0.0,50,151
8,0.0,90,107
8,0.0,81,457
3,0.0,62,181
2,0.0,26,796
5,0.0,25,647
10,0.0,80,625
4,0.0,48,167
2,0.0,95,37
5,0.0,2,305
11,0.0,80,968
8,0.0,81,288
3,0.0,8,785
11,0.0,44,846
2,0.0,92,970
2,0.0,60,298
12,0.0,98,867
11,0.0,85,276
2,0.0,70,395
4,0.0,55,82
11,0.0,72,819
1,0.0,51,693
7,0.0,54,208
1,0.0,23,432
5,0.0,33,220
1,0.0,7,112
4,0.0,79,916
7,0.0,19,84
7,0.0,22,848
8,0.0,72,431
6,0.0,81,586
3,0.0,85,929
8,0.0,37,820
8,0.0,92,348
4,0.0,97,339
8,0.0,6,132
2,0.0,59,455
9,0.0,98,539
1,0.0,10,131
6,0.0,63,969
11,0.0,56,999
4,0.0,21,475
2,0.0,70,408
8,0.0,17,339
5,0.0,31,25
1,0.0,54,291
7,0.0,60,111
1,0.0,81,128
12,0.0,8,324
6,0.0,67,134
2,0.0,53,1
3,0.0,61,72
3,0.0,57,700
2,0.0,5,871
1,0.0,13,769
6,0.0,29,91
6,0.0,91,226
1,0.0,56,297
2,0.0,32,673
10,0.0,13,338
2,0.0,23,109
2,0.0,71,906
2,0.0,100,59
11,0.0,66,335
12,0.0,2,217
11,0.0,77,185
2,0.0,94,605
4,0.0,69,368
10,0.0,11,845
7,0.0,11,115
11,0.0,1,260
6,0.0,8,59
4,0.0,52,762
7,0.0,36,546
4,0.0,6,724
6,0.0,93,416
12,0.0,46,508
7,0.0,82,102
1,0.0,83,482
5,0.0,36,975
4,0.0,22,778
7,0.0,6,609
4,0.0,34,181
3,0.0,19,367
3,0.0,63,83
12,0.0,59,102
11,0.0,85,144
5,0.0,7,767
1,0.0,22,561
5,0.0,22,698
7,0.0,54,116
8,0.0,76,22
12,0.0,83,230
8,0.0,21,969
9,0.0,58,73
8,0.0,38,700
3,0.0,74,245
3,0.0,66,911
11,0.0,20,814
1,0.0,24,477
1,0.0,68,600
9,0.0,89,666
12,0.0,88,217
9,0.0,79,712
1,0.0,36,670
9,0.0,35,440
4,0.0,3,549
4,0.0,67,149
11,0.0,17,853
5,0.0,3,380
1,0.0,42,20
6,0.0,41,220
6,0.0,26,586
4,0.0,36,982
11,0.0,88,798
8,0.0,47,83
1,0.0,54,516
2,0.0,36,638
7,0.0,79,716
1,0.0,91,547
6,0.0,85,126
4,0.0,68,87
11,0.0,53,255
12,0.0,25,695
12,0.0,9,772
1,0.0,9,175
7,0.0,96,452
9,0.0,5,502
4,0.0,80,292
12,0.0,82,692
2,0.0,66,585
4,0.0,96,633
4,0.0,40,654
9,0.0,100,472
2,0.0,3,370
1,0.0,60,183
10,0.0,92,882
12,0.0,53,318
3,0.0,13,386
8,0.0,95,411
9,0.0,22,762
6,0.0,64,880
4,0.0,73,236
9,0.0,5,369
5,0.0,90,917
3,0.0,39,191
9,0.0,26,442
11,0.0,22,66
9,0.0,36,475
11,0.0,49,132
7,0.0,49,659
2,0.0,97,246
11,0.0,75,777
11,0.0,15,611
7,0.0,45,406
4,0.0,44,905
7,0.0,71,642
5,0.0,25,97
6,0.0,97,245
2,0.0,78,929
8,0.0,28,468
4,0.0,68,910
2,0.0,75,575
2,0.0,92,146
12,0.0,14,133
2,0.0,66,892
4,0.0,98,432
7,0.0,41,859
4,0.0,69,557
5,0.0,37,365
9,0.0,6,183
9,0.0,73,2
1,0.0,35,25
6,0.0,64,771
5,0.0,92,376
12,0.0,20,245
6,0.0,85,45
8,0.0,81,655
12,0.0,36,29
5,0.0,68,653
2,0.0,3,818
7,0.0,9,595
9,0.0,34,945
1,0.0,31,238
10,0.0,69,513
9,0.0,58,782
10,0.0,69,836
11,0.0,54,950
11,0.0,44,858
7,0.0,74,479
10,0.0,64,713
1,0.0,70,73
6,0.0,59,112
10,0.0,41,311
7,0.0,15,901
8,0.0,64,709
9,0.0,80,847
10,0.0,29,172
6,0.0,35,358
2,0.0,41,262
5,0.0,61,318
10,0.0,9,132
8,0.0,65,176
11,0.0,72,474
2,0.0,27,717
1,0.0,45,679
11,0.0,75,218
8,0.0,68,167
9,0.0,42,861
6,0.0,99,335
1,0.0,53,175
3,0.0,33,677
6,0.0,26,92
8,0.0,16,545
10,0.0,98,458
9,0.0,6,76
1,0.0,4,791
9,0.0,24,427
1,0.0,58,482
12,0.0,19,554
5,0.0,3,591
2,0.0,6,502
4,0.0,91,395
8,0.0,56,182
9,0.0,8,692
8,0.0,45,32
4,0.0,6,984
10,0.0,57,321
7,0.0,2,828
4,0.0,71,116
12,0.0,62,922
12,0.0,68,634
6,0.0,86,827
10,0.0,36,977
3,0.0,99,223
7,0.0,18,541
10,0.0,72,930
8,0.0,28,987
1,0.0,99,459
10,0.0,57,732
9,0.0,57,566
1,0.0,70,466
3,0.0,21,672
6,0.0,59,115
3,0.0,15,889
12,0.0,80,533
4,0.0,83,644
8,0.0,89,626
1,0.0,40,508
6,0.0,95,839
7,0.0,58,768
10,0.0,18,684
1,0.0,74,645
1,0.0,85,990
4,0.0,94,638
2,0.0,91,727
5,0.0,9,414
8,0.0,66,420
11,0.0,78,340
11,0.0,43,834
4,0.0,67,838
9,0.0,5,903
6,0.0,73,467
2,0.0,64,631
5,0.0,3,424
3,0.0,85,156
3,0.0,45,72
4,0.0,32,963
3,0.0,19,291
3,0.0,17,704
12,0.0,91,780
9,0.0,33,845
1,0.0,12,34
6,0.0,14,604
1,0.0,55,118
7,0.0,55,605
11,0.0,7,825
2,0.0,19,424
5,0.0,38,890
11,0.0,17,510
3,0.0,24,196
12,0.0,84,143
10,0.0,11,451
11,0.0,46,131
10,0.0,43,458
6,0.0,1,450
11,0.0,31,79
8,0.0,52,242
5,0.0,3,985
12,0.0,40,52
8,0.0,18,563
5,0.0,24,69
12,0.0,61,13
5,0.0,87,825
6,0.0,91,151
2,0.0,57,604
7,0.0,23,230
7,0.0,4,4
1,0.0,10,921
2,0.0,14,432
3,0.0,63,888
1,0.0,71,207
11,0.0,52,980
7,0.0,12,184
5,0.0,91,221
5,0.0,10,974
1,0.0,11,471
1,0.0,76,621
12,0.0,53,153
2,0.0,1,345
10,0.0,29,123
12,0.0,35,506
9,0.0,90,359
8,0.0,85,597
12,0.0,90,958
10,0.0,95,510
10,0.0,70,888
7,0.0,46,387
9,0.0,83,322
8,0.0,74,995
10,0.0,76,530
12,0.0,87,123
